Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A688352,*Brody,10/05/2014 06:29:00 PM,10/05/2014 06:29:00 PM,09/18/2009,Adoption,,Dog,Neutered Male,5 years,Parson Russell Terrier Mix,White/Brown Brindle
A716691,Sugar,12/26/2015 06:31:00 PM,12/26/2015 06:31:00 PM,11/23/2013,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black
A739224,Chula,12/03/2016 03:16:00 PM,12/03/2016 03:16:00 PM,05/29/2012,Adoption,,Dog,Spayed Female,4 years,Chihuahua Shorthair/Dachshund,Tan
A545127,Ittybitty,05/04/2014 03:20:00 PM,05/04/2014 03:20:00 PM,05/31/2007,Euthanasia,Aggressive,Dog,Spayed Female,6 years,Pit Bull Mix,Black/White
A700051,,04/09/2015 02:17:00 PM,04/09/2015 02:17:00 PM,04/06/2015,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby
A735977,Colossus,12/01/2016 05:33:00 PM,12/01/2016 05:33:00 PM,10/02/2015,Adoption,,Other,Neutered Male,1 year,Chinchilla-Stnd Mix,Gray
A698942,,03/21/2015 09:00:00 AM,03/21/2015 09:00:00 AM,03/20/2014,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black
A700407,Malo,01/25/2017 06:09:00 PM,01/25/2017 06:09:00 PM,07/13/2014,Return to Owner,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black
A729699,*Captamerica,08/19/2016 07:11:00 PM,08/19/2016 07:11:00 PM,05/08/2016,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue/White
A661023,Lucky,10/15/2013 11:14:00 AM,10/15/2013 11:14:00 AM,08/15/2010,Adoption,Foster,Dog,Neutered Male,3 years,Miniature Poodle Mix,White
A673648,Coco,03/09/2014 11:34:00 AM,03/09/2014 11:34:00 AM,02/28/2011,Return to Owner,,Dog,Intact Female,3 years,Pit Bull Mix,White/Brown
A674466,,03/13/2014 02:58:00 PM,03/13/2014 02:58:00 PM,03/08/2014,Transfer,Partner,Dog,Intact Male,5 days,Pit Bull Mix,Fawn
A637480,Cal,11/13/2014 11:37:00 AM,11/13/2014 11:37:00 AM,06/26/2012,Return to Owner,,Dog,Neutered Male,2 years,Miniature Schnauzer Mix,Black
A726978,*Bacon,07/09/2016 06:26:00 PM,07/09/2016 06:26:00 PM,04/17/2016,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue
A758814,,09/28/2017 06:40:00 PM,09/28/2017 06:40:00 PM,09/22/2016,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair Mix,Blue Tabby
A705531,,06/22/2015 03:40:00 PM,06/22/2015 03:40:00 PM,06/18/2010,Euthanasia,Suffering,Cat,Intact Female,5 years,Domestic Shorthair Mix,Black
A690413,*Pepper,08/08/2015 06:35:00 PM,08/08/2015 06:35:00 PM,10/20/2007,Adoption,,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black/White
A677479,Tinker Bell,05/01/2014 05:05:00 PM,05/01/2014 05:05:00 PM,04/25/2013,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown/White
A731206,Peeta,07/25/2016 03:07:00 PM,07/25/2016 03:07:00 PM,07/18/2011,Return to Owner,,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Orange Tabby
A749466,*Shazie,06/20/2017 05:13:00 PM,06/20/2017 05:13:00 PM,04/23/2017,Adoption,,Cat,Spayed Female,1 month,Domestic Medium Hair Mix,Black Tabby
A711535,Kyra,09/25/2015 03:02:00 PM,09/25/2015 03:02:00 PM,09/08/2014,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Fawn/White
A741094,Moe,01/22/2017 02:25:00 PM,01/22/2017 02:25:00 PM,12/28/2015,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby/White
A706746,Max,07/11/2015 11:44:00 AM,07/11/2015 11:44:00 AM,07/02/2010,Return to Owner,,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Orange Tabby
A729005,*Max,07/24/2016 05:25:00 PM,07/24/2016 05:25:00 PM,05/12/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A718854,,01/20/2016 07:00:00 PM,01/20/2016 07:00:00 PM,05/08/2015,Transfer,SCRP,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Brown Tabby
A742392,Bear,02/26/2017 06:07:00 PM,02/26/2017 06:07:00 PM,07/21/2015,Adoption,,Dog,Neutered Male,1 year,Flat Coat Retriever Mix,Black
A728206,Lil Girl,06/09/2016 05:17:00 PM,06/09/2016 05:17:00 PM,06/01/2015,Return to Owner,,Dog,Spayed Female,1 year,German Shepherd Mix,Black/Tan
A664116,Maggie,10/05/2013 06:56:00 PM,10/05/2013 06:56:00 PM,11/29/2012,Adoption,,Dog,Spayed Female,10 months,Australian Shepherd/Australian Cattle Dog,Blue Merle/White
A677218,,04/21/2014 06:04:00 PM,04/21/2014 06:04:00 PM,03/21/2014,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby
A691708,,11/09/2014 09:00:00 AM,11/09/2014 09:00:00 AM,08/01/2014,Transfer,SCRP,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby/White
A741720,,01/08/2017 09:00:00 AM,01/08/2017 09:00:00 AM,01/07/2016,Transfer,SCRP,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Orange Tabby/White
A702743,Jackson,06/24/2015 06:17:00 PM,06/24/2015 06:17:00 PM,03/02/2015,Adoption,,Dog,Neutered Male,3 months,Labrador Retriever Mix,Black/White
A753659,Lola,07/15/2017 04:59:00 PM,07/15/2017 04:59:00 PM,09/09/2016,Adoption,,Dog,Spayed Female,10 months,Siberian Husky Mix,White
A722423,*Tonto,05/09/2016 03:42:00 PM,05/09/2016 03:42:00 PM,03/16/2012,Transfer,Partner,Dog,Neutered Male,4 years,German Shepherd Mix,Black
A713245,Fetty,01/03/2016 05:00:00 PM,01/03/2016 05:00:00 PM,09/16/2015,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
A752076,Kitty,06/20/2017 03:37:00 PM,06/20/2017 03:37:00 PM,06/17/2016,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby
A720535,*Rudy,02/15/2016 06:46:00 PM,02/15/2016 06:46:00 PM,11/26/2015,Adoption,,Dog,Neutered Male,2 months,Blue Lacy,Blue/Tan
A688079,Honey,09/14/2014 04:59:00 PM,09/14/2014 04:59:00 PM,09/14/2004,Return to Owner,,Dog,Spayed Female,10 years,Labrador Retriever Mix,Yellow
A587278,Schroeder,09/25/2015 12:35:00 PM,09/25/2015 12:35:00 PM,08/20/2010,Adoption,,Dog,Neutered Male,5 years,German Shepherd Mix,Black/Brown
A676606,*Boudreaux,04/18/2014 12:02:00 PM,04/18/2014 12:02:00 PM,12/17/2013,Transfer,Partner,Dog,Neutered Male,4 months,Basenji/Chihuahua Longhair,Red/White
A734991,*Randy,09/24/2016 05:17:00 PM,09/24/2016 05:17:00 PM,07/16/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A711429,*Miles,09/27/2015 01:08:00 PM,09/27/2015 01:08:00 PM,09/06/2013,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black
A696418,Huckleberry,02/14/2015 03:50:00 PM,02/14/2015 03:50:00 PM,02/04/2014,Adoption,,Dog,Neutered Male,1 year,Black/Tan Hound Mix,Brown/Black
A737490,,10/29/2016 05:35:00 PM,10/29/2016 05:35:00 PM,07/29/2016,Transfer,Partner,Dog,Intact Male,3 months,Cairn Terrier Mix,Tan/White
A666831,Sam,11/11/2013 03:50:00 PM,11/11/2013 03:50:00 PM,11/07/2012,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Buff
A653813,Ladybird,10/20/2015 05:24:00 PM,10/20/2015 05:24:00 PM,05/12/2001,Return to Owner,,Dog,Spayed Female,14 years,German Shepherd Mix,Black/Cream
A683939,*Maddie,08/02/2014 02:38:00 PM,08/02/2014 02:38:00 PM,03/02/2014,Transfer,Partner,Dog,Spayed Female,5 months,Pit Bull Mix,Blue/White
A759040,,09/26/2017 03:19:00 PM,09/26/2017 03:19:00 PM,05/25/2017,Transfer,Partner,Cat,Neutered Male,4 months,American Shorthair Mix,White/Blue
A725338,,08/25/2016 12:01:00 PM,08/25/2016 12:01:00 PM,04/14/2016,Adoption,Foster,Dog,Neutered Male,4 months,Chihuahua Shorthair Mix,Brown/Black
A758397,Katy,09/17/2017 01:51:00 PM,09/17/2017 01:51:00 PM,04/15/2017,Transfer,Partner,Other,Intact Female,5 months,Guinea Pig Mix,Brown/Black
A619328,Tobi,05/31/2014 06:32:00 PM,05/31/2014 06:32:00 PM,11/18/2011,Return to Owner,,Dog,Neutered Male,2 years,Labrador Retriever,Tan
A746521,,04/04/2017 02:51:00 PM,04/04/2017 02:51:00 PM,03/20/2017,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black
A693212,,12/05/2014 08:27:00 AM,12/05/2014 08:27:00 AM,12/04/2013,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown
A730313,*Sam,07/05/2016 12:00:00 AM,07/05/2016 12:00:00 AM,07/01/2015,Transfer,Partner,Dog,Intact Male,1 year,Miniature Poodle Mix,Tan
A738734,Hogan,09/17/2017 11:24:00 AM,09/17/2017 11:24:00 AM,11/20/2015,Return to Owner,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White
A724782,,04/27/2016 10:59:00 AM,04/27/2016 10:59:00 AM,04/21/2015,Transfer,SCRP,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue Tabby
A682652,,07/01/2014 11:45:00 AM,07/01/2014 11:45:00 AM,04/22/2014,Transfer,Partner,Dog,Intact Male,2 months,Siberian Husky/German Shepherd,White
A734306,*Alfie,09/08/2016 06:59:00 PM,09/08/2016 06:59:00 PM,09/04/2013,Adoption,,Dog,Neutered Male,3 years,Miniature Pinscher/Chihuahua Shorthair,Black/Tan
A710885,,09/03/2015 03:26:00 PM,09/03/2015 03:26:00 PM,07/29/2015,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Longhair Mix,Brown Tabby
A706608,Harvey,07/15/2015 11:47:00 AM,07/15/2015 11:47:00 AM,05/27/2015,Adoption,,Dog,Intact Male,1 month,Australian Shepherd Mix,Tricolor
A758995,,09/30/2017 06:46:00 PM,09/30/2017 06:46:00 PM,09/25/2016,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black
A720167,Fynn,02/12/2016 05:38:00 PM,02/12/2016 05:38:00 PM,02/04/2013,Adoption,,Dog,Neutered Male,3 years,Golden Retriever/Pembroke Welsh Corgi,Yellow
A696608,Brownie,07/11/2015 01:58:00 PM,07/11/2015 01:58:00 PM,11/16/2014,Transfer,Partner,Dog,Neutered Male,7 months,Labrador Retriever,Chocolate
A700681,Ophelia,05/03/2015 11:09:00 AM,05/03/2015 11:09:00 AM,11/17/2014,Adoption,,Dog,Spayed Female,5 months,Akita/Siberian Husky,Tan/White
A740874,*Fig,12/31/2016 05:11:00 PM,12/31/2016 05:11:00 PM,12/24/2005,Adoption,,Dog,Neutered Male,11 years,Chihuahua Shorthair Mix,Tan
A680208,,05/30/2014 07:01:00 PM,05/30/2014 07:01:00 PM,04/30/2014,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Bat,Brown/Black
A641520,Toby,01/27/2015 06:35:00 PM,01/27/2015 06:35:00 PM,11/08/2011,Adoption,,Dog,Neutered Male,3 years,Whippet Mix,Fawn
A739004,Kali,11/26/2016 03:56:00 PM,11/26/2016 03:56:00 PM,04/15/2016,Return to Owner,,Dog,Spayed Female,7 months,Labrador Retriever Mix,Black/White
A734311,,09/04/2016 03:13:00 PM,09/04/2016 03:13:00 PM,07/20/2016,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A732114,Ginger,08/16/2016 12:16:00 PM,08/16/2016 12:16:00 PM,08/02/2015,Adoption,,Dog,Spayed Female,1 year,Cairn Terrier/Italian Greyhound,Tan
A721033,Lil Bit,01/28/2017 03:22:00 PM,01/28/2017 03:22:00 PM,05/20/2015,Return to Owner,,Dog,Neutered Male,1 year,Rat Terrier Mix,Tricolor/Brown Brindle
A739234,Toby,04/03/2017 11:31:00 AM,04/03/2017 11:31:00 AM,11/29/2010,Transfer,Partner,Dog,Neutered Male,6 years,Miniature Poodle Mix,Apricot
A743521,,02/19/2017 05:28:00 PM,02/19/2017 05:28:00 PM,02/12/2016,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
A670066,*Sophie,01/12/2014 12:06:00 PM,01/12/2014 12:06:00 PM,01/01/2013,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie
A304036,Pepito,06/14/2015 04:09:00 PM,06/14/2015 04:09:00 PM,04/24/2002,Adoption,,Cat,Neutered Male,13 years,Domestic Shorthair Mix,Brown Tabby/White
A703799,*Sunny,09/25/2015 09:55:00 AM,09/25/2015 09:55:00 AM,05/07/2015,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Torbie
A667511,,11/19/2013 01:43:00 PM,11/19/2013 01:43:00 PM,09/04/2013,Euthanasia,Suffering,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Brown Tabby
A710377,,08/24/2015 06:56:00 PM,08/24/2015 06:56:00 PM,06/22/2015,Adoption,,Dog,Spayed Female,2 months,Rat Terrier,Tan
A742557,Yuffie,02/08/2017 07:16:00 PM,02/08/2017 07:16:00 PM,01/23/2016,Return to Owner,,Dog,Spayed Female,1 year,Cairn Terrier Mix,Black Smoke/Gray
A701512,Hocus,06/06/2015 07:06:00 PM,06/06/2015 07:06:00 PM,04/08/2015,Adoption,,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A756365,April,08/19/2017 09:24:00 AM,08/19/2017 09:24:00 AM,12/18/2016,Adoption,,Other,Intact Female,8 months,Hamster Mix,Tan/White
A674267,*Bambi,03/18/2014 04:04:00 PM,03/18/2014 04:04:00 PM,03/10/2011,Adoption,,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Brown
A739913,*Mack,01/28/2017 03:45:00 PM,01/28/2017 03:45:00 PM,12/08/2014,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/Black
A750035,,05/22/2017 07:45:00 PM,05/22/2017 07:45:00 PM,05/22/2016,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown
A727347,*Bach,06/02/2016 12:09:00 PM,06/02/2016 12:09:00 PM,05/21/2013,Transfer,Partner,Dog,Intact Female,3 years,Beagle Mix,Tricolor
A744971,*Lariat,03/18/2017 02:07:00 PM,03/18/2017 02:07:00 PM,09/10/2016,Adoption,Offsite,Dog,Neutered Male,6 months,Australian Kelpie/Bull Terrier,Black/White
A741032,,12/31/2016 03:45:00 PM,12/31/2016 03:45:00 PM,06/27/2016,Adoption,,Dog,Spayed Female,6 months,German Shepherd Mix,Tan/White
A710347,Lulu,09/04/2015 03:49:00 PM,09/04/2015 03:49:00 PM,12/28/2014,Return to Owner,,Dog,Spayed Female,8 months,Labrador Retriever Mix,Black
A741582,Scarlet,01/11/2017 05:39:00 PM,01/11/2017 05:39:00 PM,04/04/2016,Adoption,,Dog,Spayed Female,9 months,Labrador Retriever Mix,Black
A736018,,10/03/2016 12:36:00 PM,10/03/2016 12:36:00 PM,09/03/2016,Transfer,Partner,Dog,Intact Female,4 weeks,Toy Poodle Mix,Black
A750750,,06/04/2017 05:37:00 PM,06/04/2017 05:37:00 PM,03/31/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A743123,Cookie,03/04/2017 02:18:00 PM,03/04/2017 02:18:00 PM,02/04/2016,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle
A743861,,02/25/2017 03:27:00 PM,02/25/2017 03:27:00 PM,02/16/2017,Transfer,Partner,Dog,Unknown,1 weeks,Great Pyrenees Mix,White
A754577,Belle,07/22/2017 10:48:00 AM,07/22/2017 10:48:00 AM,05/22/2017,Transfer,Partner,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,White/Black
A710709,*Gwen,09/13/2015 04:02:00 PM,09/13/2015 04:02:00 PM,08/26/2007,Adoption,,Dog,Spayed Female,8 years,Australian Kelpie Mix,Black/Tan
A681179,Tyson,11/08/2015 01:19:00 PM,11/08/2015 01:19:00 PM,04/28/2014,Transfer,Partner,Dog,Neutered Male,1 year,Catahoula Mix,Fawn/White
A709277,Cameron,08/16/2015 06:56:00 PM,08/16/2015 06:56:00 PM,05/06/2015,Adoption,,Cat,Intact Male,3 months,Domestic Shorthair Mix,Orange Tabby
A670730,,01/16/2014 05:50:00 PM,01/16/2014 05:50:00 PM,12/13/2013,Transfer,Partner,Dog,Intact Male,4 weeks,German Shepherd/Boxer,Sable
A670656,Mischief,01/17/2014 12:33:00 PM,01/17/2014 12:33:00 PM,01/11/2008,Return to Owner,,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Blue Tabby/White
A739105,,12/02/2016 02:11:00 PM,12/02/2016 02:11:00 PM,11/28/2011,Adoption,,Dog,Spayed Female,5 years,Miniature Poodle Mix,Gray
A726450,Knight,05/15/2016 04:05:00 PM,05/15/2016 04:05:00 PM,05/12/2003,Euthanasia,Medical,Dog,Neutered Male,13 years,Labrador Retriever Mix,Black
A708070,,07/22/2015 02:49:00 PM,07/22/2015 02:49:00 PM,07/04/2015,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie
A755926,Ajax,09/04/2017 02:51:00 PM,09/04/2017 02:51:00 PM,12/11/2016,Return to Owner,,Dog,Neutered Male,8 months,Norwich Terrier Mix,White/Red
A669064,,12/27/2013 04:44:00 PM,12/27/2013 04:44:00 PM,12/13/2011,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever/German Shepherd,Black/Brown
A698650,,03/17/2015 04:55:00 PM,03/17/2015 04:55:00 PM,03/15/2014,Adoption,,Dog,Neutered Male,1 year,Australian Kelpie Mix,Tan/White
A742273,*Tulsi,04/22/2017 06:36:00 PM,04/22/2017 06:36:00 PM,01/18/2016,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown
A711802,,09/12/2015 02:29:00 PM,09/12/2015 02:29:00 PM,08/28/2015,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby
A680147,,05/31/2014 11:22:00 AM,05/31/2014 11:22:00 AM,05/29/2014,Transfer,Partner,Dog,Intact Female,2 days,Labrador Retriever Mix,Cream
A731085,Daisy,07/17/2016 05:39:00 PM,07/17/2016 05:39:00 PM,07/15/2011,Adoption,,Dog,Spayed Female,5 years,Chihuahua Shorthair/Dachshund,Brown/White
A749604,Benjamin,06/23/2017 04:00:00 PM,06/23/2017 04:00:00 PM,04/07/2017,Adoption,,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Orange Tabby
A688674,,09/23/2014 09:00:00 AM,09/23/2014 09:00:00 AM,09/22/2012,Transfer,SCRP,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black/White
A694554,,12/30/2014 06:36:00 PM,12/30/2014 06:36:00 PM,12/30/2013,Euthanasia,Suffering,Cat,Intact Female,1 year,Domestic Shorthair Mix,White/Brown Tabby
A707201,Tabitha,07/10/2015 10:55:00 AM,07/10/2015 10:55:00 AM,07/09/2002,Return to Owner,,Cat,Spayed Female,13 years,Domestic Shorthair Mix,Orange Tabby/White
A744565,,03/03/2017 03:20:00 PM,03/03/2017 03:20:00 PM,03/03/2011,Transfer,Partner,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Brown Tabby
A677633,,04/27/2014 03:35:00 PM,04/27/2014 03:35:00 PM,04/12/2014,Euthanasia,Suffering,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black/White
A667384,,11/21/2013 06:23:00 PM,11/21/2013 06:23:00 PM,09/02/2013,Adoption,,Dog,Spayed Female,2 months,Pit Bull Mix,White/Tan
A739630,Greya,12/10/2016 03:34:00 PM,12/10/2016 03:34:00 PM,08/05/2016,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Blue Tabby
A688532,,09/20/2014 06:26:00 PM,09/20/2014 06:26:00 PM,08/29/2014,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A687769,*Rose,11/22/2014 03:08:00 PM,11/22/2014 03:08:00 PM,09/09/2014,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A713194,*Ichigo,12/07/2015 02:37:00 PM,12/07/2015 02:37:00 PM,09/11/2015,Adoption,Offsite,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A704752,,06/08/2015 05:02:00 PM,06/08/2015 05:02:00 PM,05/08/2015,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Bat,Red
A700870,*Inez,05/15/2015 02:37:00 PM,05/15/2015 02:37:00 PM,04/20/2006,Transfer,Partner,Cat,Intact Female,9 years,Domestic Shorthair Mix,Tortie
A726768,Beau,11/26/2016 12:51:00 PM,11/26/2016 12:51:00 PM,05/16/2009,Adoption,Foster,Dog,Neutered Male,7 years,Siberian Husky Mix,Tricolor/Black
A676666,,04/13/2014 04:02:00 PM,04/13/2014 04:02:00 PM,04/13/2011,Euthanasia,Medical,Other,Unknown,3 years,Raccoon Mix,Black/Gray
A718491,*Sable,04/18/2016 12:00:00 AM,04/18/2016 12:00:00 AM,12/31/2006,Transfer,Partner,Dog,Spayed Female,9 years,Pit Bull Mix,Blue/White
A727071,*Ruby,05/23/2016 06:17:00 PM,05/23/2016 06:17:00 PM,11/19/2014,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Orange Tabby/White
A678060,,06/24/2014 03:54:00 PM,06/24/2014 03:54:00 PM,03/19/2014,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A724498,Millie,10/20/2016 09:46:00 AM,10/20/2016 09:46:00 AM,10/18/2012,Adoption,Foster,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Tortie
A671481,Dutchess,01/29/2014 12:10:00 PM,01/29/2014 12:10:00 PM,12/14/2013,Adoption,,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Black/Tan
A674053,Ringo,05/25/2014 04:23:00 PM,05/25/2014 04:23:00 PM,03/06/2011,Adoption,,Dog,Neutered Male,3 years,German Shepherd/Chow Chow,Tan
A688036,,09/14/2014 09:00:00 AM,09/14/2014 09:00:00 AM,09/13/2012,Transfer,SCRP,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue Tabby
A642225,Princess,03/06/2015 12:28:00 PM,03/06/2015 12:28:00 PM,11/20/2010,Adoption,,Dog,Spayed Female,4 years,Catahoula/Boxer,Black/White
A702270,,05/11/2015 05:26:00 PM,05/11/2015 05:26:00 PM,05/01/2015,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby/White
A689091,*Reese,10/08/2014 04:50:00 PM,10/08/2014 04:50:00 PM,08/04/2014,Adoption,,Dog,Spayed Female,2 months,Pit Bull/Labrador Retriever,Black
A697825,Blueberry,03/10/2015 06:15:00 PM,03/10/2015 06:15:00 PM,06/01/2014,Return to Owner,,Dog,Neutered Male,9 months,Pit Bull Mix,Blue/White
A744989,,03/15/2017 12:49:00 PM,03/15/2017 12:49:00 PM,03/10/2015,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair/Italian Greyhound,Tan
A663623,*Monkey,10/10/2013 04:25:00 PM,10/10/2013 04:25:00 PM,06/06/2013,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
A712627,,09/29/2015 06:45:00 PM,09/29/2015 06:45:00 PM,06/25/2015,Adoption,,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Black/White
A726583,*Leo,07/09/2016 03:54:00 PM,07/09/2016 03:54:00 PM,04/12/2016,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A727926,,06/01/2016 12:09:00 PM,06/01/2016 12:09:00 PM,04/21/2016,Died,In Foster,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A676932,,04/23/2014 12:18:00 PM,04/23/2014 12:18:00 PM,04/17/2004,Transfer,Partner,Dog,Neutered Male,10 years,Yorkshire Terrier Mix,Black/Tan
A710064,,08/17/2015 10:13:00 AM,08/17/2015 10:13:00 AM,06/25/2015,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A696598,,02/08/2015 11:31:00 AM,02/08/2015 11:31:00 AM,02/08/2014,Euthanasia,Suffering,Cat,Intact Male,1 year,Domestic Medium Hair Mix,Gray Tabby
A693547,Louie,12/15/2014 06:00:00 PM,12/15/2014 06:00:00 PM,06/12/2014,Adoption,,Dog,Neutered Male,6 months,Rat Terrier Mix,White/Brown
A663592,Bevo,10/29/2013 05:22:00 PM,10/29/2013 05:22:00 PM,07/21/2013,Adoption,,Dog,Neutered Male,3 months,Beagle/Chihuahua Longhair,Brown
A685713,,08/12/2014 10:36:00 AM,08/12/2014 10:36:00 AM,08/11/2013,Euthanasia,Medical,Other,Unknown,1 year,Armadillo Mix,Gray
A675014,,03/21/2014 03:27:00 PM,03/21/2014 03:27:00 PM,03/21/2013,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Brown
A701427,Unique,04/30/2015 06:01:00 PM,04/30/2015 06:01:00 PM,02/15/2015,Adoption,,Dog,Spayed Female,2 months,Chihuahua Shorthair/Boston Terrier,Blue/White
A605129,Ollie,01/29/2016 04:21:00 PM,01/29/2016 04:21:00 PM,01/03/2009,Transfer,Partner,Dog,Neutered Male,7 years,Labrador Retriever Mix,Black/White
A695180,Duke,01/12/2015 05:51:00 PM,01/12/2015 05:51:00 PM,01/10/2013,Return to Owner,,Dog,Neutered Male,2 years,Boxer Mix,Red/White
A708086,,07/23/2015 09:00:00 AM,07/23/2015 09:00:00 AM,07/22/2013,Transfer,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,Brown Tabby
A624436,Chico,04/01/2014 07:16:00 PM,04/01/2014 07:16:00 PM,10/13/2010,Return to Owner,,Dog,Neutered Male,3 years,Parson Russell Terrier/Chihuahua Shorthair,White/Brown
A704445,*Thomas,08/22/2015 03:19:00 PM,08/22/2015 03:19:00 PM,06/03/2015,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A562649,,03/20/2014 06:37:00 PM,03/20/2014 06:37:00 PM,03/20/2000,Euthanasia,Suffering,Dog,Spayed Female,14 years,Border Collie Mix,White/Tricolor
A673137,,02/20/2014 02:49:00 PM,02/20/2014 02:49:00 PM,02/19/2012,Transfer,Partner,Other,Intact Female,2 years,Rat,Black/White
A740735,Sasha,12/26/2016 05:27:00 PM,12/26/2016 05:27:00 PM,04/21/2016,Adoption,,Dog,Spayed Female,8 months,Boston Terrier Mix,Brown Brindle/White
A707043,,07/10/2015 05:15:00 PM,07/10/2015 05:15:00 PM,04/22/2015,Adoption,,Dog,Spayed Female,2 months,Vizsla Mix,Red/White
A754670,*Dumpling,08/31/2017 09:34:00 AM,08/31/2017 09:34:00 AM,06/16/2017,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
